Entry	Status	Gene names	Organism
O15389	reviewed	SIGLEC5 CD33L2 OBBP2	Homo sapiens (Human)
Q587I9	reviewed	SFT2D3	Homo sapiens (Human)
O43173	reviewed	ST8SIA3 SIAT8C	Homo sapiens (Human)
Q9NSC7	reviewed	ST6GALNAC1 SIAT7A UNQ543/PRO848	Homo sapiens (Human)
Q86T20	reviewed	SMIM29 C6orf1 LBH	Homo sapiens (Human)
K7EJ46	reviewed	SMIM22 CASIMO1	Homo sapiens (Human)
Q16623	reviewed	STX1A STX1	Homo sapiens (Human)
Q3MIW9	reviewed	MUCL3 C6orf37 DPCR1 PBLT	Homo sapiens (Human)
Q9H3R2	reviewed	MUC13 DRCC1 RECC UNQ6194/PRO20221	Homo sapiens (Human)
Q9BRK3	reviewed	MXRA8	Homo sapiens (Human)
O95139	reviewed	NDUFB6	Homo sapiens (Human)
Q9GZQ4	reviewed	NMUR2 NMU2R TGR1	Homo sapiens (Human)
O60391	reviewed	GRIN3B	Homo sapiens (Human)
O43908	reviewed	KLRC4 NKG2F	Homo sapiens (Human)
O60500	reviewed	NPHS1 NPHN	Homo sapiens (Human)
Q92617	reviewed	NPIPB3 KIAA0220 NPIPL3	Homo sapiens (Human)
Q5TZ20	reviewed	OR2G6	Homo sapiens (Human)
O43749	reviewed	OR1F1 OLFMF OR1F10 OR1F4 OR1F5 OR1F6 OR1F7 OR1F8 OR1F9	Homo sapiens (Human)
Q8IY17	reviewed	PNPLA6 NTE	Homo sapiens (Human)
Q8TBJ4	reviewed	PLPPR1 LPPR1 PRG3	Homo sapiens (Human)
Q7Z6L0	reviewed	PRRT2	Homo sapiens (Human)
Q9HCU5	reviewed	PREB SEC12	Homo sapiens (Human)
Q96NR3	reviewed	PTCHD1	Homo sapiens (Human)
Q96NZ9	reviewed	PRAP1 UPA UNQ608/PRO1195	Homo sapiens (Human)
Q8TAA3	reviewed	PSMA8 PSMA7L	Homo sapiens (Human)
Q12913	reviewed	PTPRJ DEP1	Homo sapiens (Human)
O60894	reviewed	RAMP1	Homo sapiens (Human)
P01116	reviewed	KRAS KRAS2 RASK2	Homo sapiens (Human)
Q8TC41	reviewed	RNF217 C6orf172 IBRDC1	Homo sapiens (Human)
Q96LZ7	reviewed	RMDN2 FAM82A FAM82A1 BLOCK18 UNQ9371/PRO34163	Homo sapiens (Human)
Q03395	reviewed	ROM1 TSPAN23	Homo sapiens (Human)
Q99942	reviewed	RNF5 G16 NG2 RMA1	Homo sapiens (Human)
Q13433	reviewed	SLC39A6 LIV1 ZIP6	Homo sapiens (Human)
O43868	reviewed	SLC28A2 CNT2	Homo sapiens (Human)
P78382	reviewed	SLC35A1	Homo sapiens (Human)
Q99808	reviewed	SLC29A1 ENT1	Homo sapiens (Human)
Q9NQQ7	reviewed	SLC35C2 C20orf5 OVCOV1 CGI-15	Homo sapiens (Human)
Q9NSD5	reviewed	SLC6A13 GAT2	Homo sapiens (Human)
A6NL88	reviewed	SHISA7	Homo sapiens (Human)
Q6UW10	reviewed	SFTA2 SFTPG UNQ541/PRO1098	Homo sapiens (Human)
Q9NY46	reviewed	SCN3A KIAA1356 NAC3	Homo sapiens (Human)
Q8IWT1	reviewed	SCN4B	Homo sapiens (Human)
O43761	reviewed	SYNGR3	Homo sapiens (Human)
P46721	reviewed	SLCO1A2 OATP OATP1 OATP1A2 SLC21A3	Homo sapiens (Human)
Q9Y5W7	reviewed	SNX14	Homo sapiens (Human)
Q9HB89	reviewed	NMUR1 GPR66	Homo sapiens (Human)
Q92982	reviewed	NINJ1	Homo sapiens (Human)
P29475	reviewed	NOS1	Homo sapiens (Human)
Q9BVI4	reviewed	NOC4L	Homo sapiens (Human)
P54368	reviewed	OAZ1 OAZ	Homo sapiens (Human)
Q96R08	reviewed	OR5B12 OR5B12P OR5B16	Homo sapiens (Human)
Q8N148	reviewed	OR6V1	Homo sapiens (Human)
Q8NGH7	reviewed	OR52L1	Homo sapiens (Human)
Q8NGK6	reviewed	OR52I1	Homo sapiens (Human)
Q8NGP3	reviewed	OR5M9	Homo sapiens (Human)
Q8WZ84	reviewed	OR8D1 OR8D3	Homo sapiens (Human)
Q8NGJ6	reviewed	OR51A4	Homo sapiens (Human)
Q9BRQ5	reviewed	ORAI3 TMEM142C	Homo sapiens (Human)
Q8NGU1	reviewed	OR9A1P OR9A1	Homo sapiens (Human)
O43614	reviewed	HCRTR2	Homo sapiens (Human)
A6NFC9	reviewed	OR2W5 OR2W5P	Homo sapiens (Human)
Q9NXK6	reviewed	PAQR5 MPRG	Homo sapiens (Human)
Q9Y5F2	reviewed	PCDHB11	Homo sapiens (Human)
Q8IY49	reviewed	MMD2 PAQR10	Homo sapiens (Human)
Q9H6A9	reviewed	PCNX3 PCNXL3	Homo sapiens (Human)
P98161	reviewed	PKD1	Homo sapiens (Human)
Q5R3F8	reviewed	ELFN2 KIAA1904 LRRC62 PPP1R29	Homo sapiens (Human)
Q2VWP7	reviewed	PRTG	Homo sapiens (Human)
Q13200	reviewed	PSMD2 TRAP2	Homo sapiens (Human)
P60484	reviewed	PTEN MMAC1 TEP1	Homo sapiens (Human)
Q9Y6U7	reviewed	RNF215	Homo sapiens (Human)
Q8N4K4	reviewed	RPRML	Homo sapiens (Human)
Q9NS64	reviewed	RPRM	Homo sapiens (Human)
Q9NPE6	reviewed	SPAG4 SUN4	Homo sapiens (Human)
O75324	reviewed	SNN	Homo sapiens (Human)
Q6NZ63	reviewed	STEAP1B	Homo sapiens (Human)
Q9NRC1	reviewed	ST7 FAM4A1 HELG RAY1	Homo sapiens (Human)
Q6J4K2	reviewed	SLC8B1 NCKX6 NCLX SLC24A6	Homo sapiens (Human)
Q8NGZ9	reviewed	OR2T10	Homo sapiens (Human)
P47893	reviewed	OR3A2 OLFRA04	Homo sapiens (Human)
Q15622	reviewed	OR7A5	Homo sapiens (Human)
Q96R69	reviewed	OR4F4	Homo sapiens (Human)
Q8NGP6	reviewed	OR5M8	Homo sapiens (Human)
Q8NGQ2	reviewed	OR6Q1	Homo sapiens (Human)
Q8NGN5	reviewed	OR10G8	Homo sapiens (Human)
Q8NGE3	reviewed	OR10P1 OR10P1P OR10P2P OR10P3P	Homo sapiens (Human)
O14581	reviewed	OR7A17	Homo sapiens (Human)
Q9H342	reviewed	OR51J1 OR51J1P OR51J2	Homo sapiens (Human)
Q8NGJ3	reviewed	OR52E1 OR52E1P	Homo sapiens (Human)
A6NDL8	reviewed	OR6C68	Homo sapiens (Human)
Q8NGI2	reviewed	OR52N4	Homo sapiens (Human)
Q16625	reviewed	OCLN	Homo sapiens (Human)
Q9HC10	reviewed	OTOF FER1L2	Homo sapiens (Human)
Q86UW1	reviewed	SLC51A OSTA	Homo sapiens (Human)
Q9NRP0	reviewed	OSTC DC2 HDCMD45P HSPC307	Homo sapiens (Human)
Q96R45	reviewed	OR2A7	Homo sapiens (Human)
Q9BPV8	reviewed	P2RY13 GPR86 GPR94 FKSG77	Homo sapiens (Human)
O95918	reviewed	OR2H2 FAT11 OLFR2 OR2H3	Homo sapiens (Human)
Q9P0S3	reviewed	ORMDL1 HSPC202	Homo sapiens (Human)
Q8N3Z0	reviewed	PRSS35 C6orf158 UNQ522/PRO1057	Homo sapiens (Human)
Q13635	reviewed	PTCH1 PTCH	Homo sapiens (Human)
O14949	reviewed	UQCRQ	Homo sapiens (Human)
Q92730	reviewed	RND1 RHO6	Homo sapiens (Human)
A0PJK1	reviewed	SLC5A10 SGLT5	Homo sapiens (Human)
P34925	reviewed	RYK JTK5A	Homo sapiens (Human)
O43760	reviewed	SYNGR2 UNQ352/PRO615	Homo sapiens (Human)
Q9BWV2	reviewed	SPATA9	Homo sapiens (Human)
Q6UY27	reviewed	PATE2 C11orf38 UNQ3112/PRO10144	Homo sapiens (Human)
Q86WK9	reviewed	PAQR7 MRPA	Homo sapiens (Human)
Q6TCH7	reviewed	PAQR3	Homo sapiens (Human)
Q9HC56	reviewed	PCDH9	Homo sapiens (Human)
Q7Z7B1	reviewed	PIGW	Homo sapiens (Human)
P57054	reviewed	PIGP DCRC DSCR5 DSCRC NPD010	Homo sapiens (Human)
P48736	reviewed	PIK3CG	Homo sapiens (Human)
Q9NRY7	reviewed	PLSCR2	Homo sapiens (Human)
Q9NUQ2	reviewed	AGPAT5	Homo sapiens (Human)
Q32ZL2	reviewed	PLPPR5 LPPR5 PAP2D PRG5	Homo sapiens (Human)
Q5VZY2	reviewed	PLPP4 DPPL2 PPAPDC1 PPAPDC1A	Homo sapiens (Human)
P62191	reviewed	PSMC1	Homo sapiens (Human)
P25788	reviewed	PSMA3 HC8 PSC8	Homo sapiens (Human)
Q00765	reviewed	REEP5 C5orf18 DP1 TB2	Homo sapiens (Human)
Q86VR2	reviewed	RETREG3 FAM134C	Homo sapiens (Human)
Q68EM7	reviewed	ARHGAP17 RICH1 MSTP066 MSTP110	Homo sapiens (Human)
Q9UGH3	reviewed	SLC23A2 KIAA0238 NBTL1 SLC23A1 SVCT2 YSPL2	Homo sapiens (Human)
Q8IXU6	reviewed	SLC35F2	Homo sapiens (Human)
Q3SXP7	reviewed	SHISAL1 KIAA1644	Homo sapiens (Human)
Q99250	reviewed	SCN2A NAC2 SCN2A1 SCN2A2	Homo sapiens (Human)
Q92629	reviewed	SGCD	Homo sapiens (Human)
O15127	reviewed	SCAMP2	Homo sapiens (Human)
Q13326	reviewed	SGCG	Homo sapiens (Human)
Q9BRG2	reviewed	SH2D3A NSP1 UNQ175/PRO201	Homo sapiens (Human)
Q86VZ5	reviewed	SGMS1 MOB SMS1 TMEM23	Homo sapiens (Human)
Q9NS82	reviewed	SLC7A10 ASC1	Homo sapiens (Human)
Q04917	reviewed	YWHAH YWHA1	Homo sapiens (Human)
O95264	reviewed	HTR3B	Homo sapiens (Human)
P30926	reviewed	CHRNB4	Homo sapiens (Human)
P28335	reviewed	HTR2C HTR1C	Homo sapiens (Human)
Q9Y4W6	reviewed	AFG3L2	Homo sapiens (Human)
P56377	reviewed	AP1S2 DC22	Homo sapiens (Human)
Q5FYB0	reviewed	ARSJ UNQ372/PRO708	Homo sapiens (Human)
O75129	reviewed	ASTN2 KIAA0634	Homo sapiens (Human)
P54709	reviewed	ATP1B3	Homo sapiens (Human)
P03928	reviewed	MT-ATP8 ATP8 ATPASE8 MTATP8	Homo sapiens (Human)
A6QL63	reviewed	BTBD11	Homo sapiens (Human)
Q9NPZ5	reviewed	B3GAT2 GLCATS KIAA1963	Homo sapiens (Human)
Q9NY97	reviewed	B3GNT2 B3GALT7 B3GNT1	Homo sapiens (Human)
Q9BY67	reviewed	CADM1 IGSF4 IGSF4A NECL2 SYNCAM TSLC1	Homo sapiens (Human)
Q8TDX6	reviewed	CSGALNACT1 CHGN GALNACT1 UNQ656/PRO1287	Homo sapiens (Human)
Q9C0A0	reviewed	CNTNAP4 CASPR4 KIAA1763	Homo sapiens (Human)
P56746	reviewed	CLDN15	Homo sapiens (Human)
Q8N6F1	reviewed	CLDN19	Homo sapiens (Human)
Q96PD7	reviewed	DGAT2 HMFN1045 UNQ738/PRO1433	Homo sapiens (Human)
O94907	reviewed	DKK1 UNQ492/PRO1008	Homo sapiens (Human)
Q8IXB1	reviewed	DNAJC10 ERDJ5 UNQ495/PRO1012	Homo sapiens (Human)
Q92637	reviewed	FCGR1B IGFRB	Homo sapiens (Human)
Q7L513	reviewed	FCRLA FCRL FCRL1 FCRLM1 FCRX FREB UNQ291/PRO329	Homo sapiens (Human)
Q14318	reviewed	FKBP8 FKBP38	Homo sapiens (Human)
Q9NQR9	reviewed	G6PC2 IGRP	Homo sapiens (Human)
Q96N19	reviewed	GPR137 C11orf4 GPR137A TM7SF1L1	Homo sapiens (Human)
O60478	reviewed	GPR137B TM7SF1	Homo sapiens (Human)
P19526	reviewed	FUT1 H HSC	Homo sapiens (Human)
Q9NS71	reviewed	GKN1 AMP18 CA11 UNQ489/PRO1005	Homo sapiens (Human)
Q99678	reviewed	GPR20	Homo sapiens (Human)
Q15760	reviewed	GPR19	Homo sapiens (Human)
Q13002	reviewed	GRIK2 GLUR6	Homo sapiens (Human)
Q6P4E1	reviewed	GOLM2 CASC4 UNQ2573/PRO6308	Homo sapiens (Human)
Q8N428	reviewed	GALNT16 GALNTL1 KIAA1130	Homo sapiens (Human)
Q30201	reviewed	HFE HLAH	Homo sapiens (Human)
P09429	reviewed	HMGB1 HMG1	Homo sapiens (Human)
P41091	reviewed	EIF2S3 EIF2G	Homo sapiens (Human)
Q6Q4G3	reviewed	LVRN AQPEP	Homo sapiens (Human)
O75185	reviewed	ATP2C2 KIAA0703 SPCA2	Homo sapiens (Human)
O60238	reviewed	BNIP3L BNIP3A BNIP3H NIX	Homo sapiens (Human)
P55283	reviewed	CDH4	Homo sapiens (Human)
Q9BXI9	reviewed	C1QTNF6 CTRP6 UNQ581/PRO1151	Homo sapiens (Human)
A0A0D9SF12	reviewed	CCDC163 C1orf231 CCDC163P	Homo sapiens (Human)
Q9P296	reviewed	C5AR2 C5L2 GPR77	Homo sapiens (Human)
Q99643	reviewed	SDHC CYB560 SDH3	Homo sapiens (Human)
Q9HA72	reviewed	CALHM2 FAM26B	Homo sapiens (Human)
Q96MF6	reviewed	COQ10A UNQ6192/PRO20219	Homo sapiens (Human)
Q96SQ9	reviewed	CYP2S1 UNQ891/PRO1906	Homo sapiens (Human)
P83436	reviewed	COG7 UNQ3082/PRO10013	Homo sapiens (Human)
Q96P56	reviewed	CATSPER2	Homo sapiens (Human)
Q08495	reviewed	DMTN DMT EPB49	Homo sapiens (Human)
Q96LL9	reviewed	DNAJC30 WBSCR18	Homo sapiens (Human)
P06340	reviewed	HLA-DOA HLA-DNA HLA-DZA	Homo sapiens (Human)
Q5VW36	reviewed	FOCAD KIAA1797	Homo sapiens (Human)
P31994	reviewed	FCGR2B CD32 FCG2 IGFR2	Homo sapiens (Human)
P57057	reviewed	SLC37A1 G3PP	Homo sapiens (Human)
Q9BUM1	reviewed	G6PC3 UGRP	Homo sapiens (Human)
Q96DB9	reviewed	FXYD5 DYSAD IWU1 HSPC113 UNQ2561/PRO6241	Homo sapiens (Human)
Q9H0Q3	reviewed	FXYD6 UNQ521/PRO1056	Homo sapiens (Human)
P21217	reviewed	FUT3 FT3B LE	Homo sapiens (Human)
O95395	reviewed	GCNT3	Homo sapiens (Human)
Q7Z4J2	reviewed	GLT6D1 GLTDC1 GT6M7	Homo sapiens (Human)
Q6UWU2	reviewed	GLB1L UNQ229/PRO262	Homo sapiens (Human)
Q6UWK7	reviewed	GPR15L C10orf99 UNQ1833/PRO3446	Homo sapiens (Human)
Q9UHW5	reviewed	GPN3 ATPBD1C AD-009 UNQ1876/PRO4319	Homo sapiens (Human)
O43464	reviewed	HTRA2 OMI PRSS25	Homo sapiens (Human)
P07099	reviewed	EPHX1 EPHX EPOX	Homo sapiens (Human)
Q86SQ4	reviewed	ADGRG6 DREG GPR126 VIGR	Homo sapiens (Human)
Q9P0K1	reviewed	ADAM22 MDC2	Homo sapiens (Human)
P51693	reviewed	APLP1	Homo sapiens (Human)
Q06481	reviewed	APLP2 APPL2	Homo sapiens (Human)
Q99941	reviewed	ATF6B CREBL1 G13	Homo sapiens (Human)
Q5H9R4	reviewed	ARMCX4	Homo sapiens (Human)
Q14457	reviewed	BECN1 GT197	Homo sapiens (Human)
Q9Y5Z0	reviewed	BACE2 AEPLC ALP56 ASP21 CDA13 UNQ418/PRO852	Homo sapiens (Human)
Q6Y288	reviewed	B3GLCT B3GALTL B3GTL	Homo sapiens (Human)
Q8NCR0	reviewed	B3GALNT2	Homo sapiens (Human)
O94812	reviewed	BAIAP3 KIAA0734	Homo sapiens (Human)
O96024	reviewed	B3GALT4 GALT4	Homo sapiens (Human)
Q10589	reviewed	BST2	Homo sapiens (Human)
P10415	reviewed	BCL2	Homo sapiens (Human)
Q13698	reviewed	CACNA1S CACH1 CACN1 CACNL1A3	Homo sapiens (Human)
Q9Y258	reviewed	CCL26 SCYA26 UNQ216/PRO242	Homo sapiens (Human)
Q96EE4	reviewed	CCDC126 UNQ786/PRO1605	Homo sapiens (Human)
P29965	reviewed	CD40LG CD40L TNFSF5 TRAP	Homo sapiens (Human)
Q16280	reviewed	CNGA2 CNCA CNCA1 CNCG2	Homo sapiens (Human)
Q96KN2	reviewed	CNDP1 CN1 CPGL2 UNQ1915/PRO4380	Homo sapiens (Human)
Q9NS75	reviewed	CYSLTR2 CYSLT2 CYSLT2R PSEC0146	Homo sapiens (Human)
Q6UW02	reviewed	CYP20A1 UNQ667/PRO1301	Homo sapiens (Human)
P07333	reviewed	CSF1R FMS	Homo sapiens (Human)
Q8NEC5	reviewed	CATSPER1	Homo sapiens (Human)
Q6UXB2	reviewed	CXCL17 VCC1 UNQ473/PRO842	Homo sapiens (Human)
Q8N608	reviewed	DPP10 DPRP3 KIAA1492	Homo sapiens (Human)
Q9UGQ2	reviewed	CACFD1 C9orf7 PSEC0107 PSEC0248 UNQ3071/PRO9903	Homo sapiens (Human)
O60755	reviewed	GALR3 GALNR3	Homo sapiens (Human)
O75072	reviewed	FKTN FCMD	Homo sapiens (Human)
P59768	reviewed	GNG2	Homo sapiens (Human)
P61952	reviewed	GNG11 GNGT11	Homo sapiens (Human)
O15218	reviewed	GPR182 ADMR	Homo sapiens (Human)
O14764	reviewed	GABRD	Homo sapiens (Human)
P42261	reviewed	GRIA1 GLUH1 GLUR1	Homo sapiens (Human)
Q9Y625	reviewed	GPC6 UNQ369/PRO705	Homo sapiens (Human)
Q14416	reviewed	GRM2 GPRC1B MGLUR2	Homo sapiens (Human)
Q9GZN0	reviewed	GPR88 STRG	Homo sapiens (Human)
Q9NQ84	reviewed	GPRC5C RAIG3 PSEC0087	Homo sapiens (Human)
Q03113	reviewed	GNA12	Homo sapiens (Human)
Q92896	reviewed	GLG1 CFR1 ESL1 MG160	Homo sapiens (Human)
Q6UX52	reviewed	C17orf99 IL40 UNQ464/PRO809	Homo sapiens (Human)
Q8NI17	reviewed	IL31RA CRL3 GPL UNQ6368/PRO21073/PRO21384	Homo sapiens (Human)
P46695	reviewed	IER3 DIF2 IEX1 PRG1	Homo sapiens (Human)
Q9BZC7	reviewed	ABCA2 ABC2 KIAA1062	Homo sapiens (Human)
P34969	reviewed	HTR7	Homo sapiens (Human)
P02748	reviewed	C9	Homo sapiens (Human)
Q96HY6	reviewed	DDRGK1 C20orf116 UFBP1	Homo sapiens (Human)
Q9BTZ2	reviewed	DHRS4 SDR25C2 UNQ851/PRO1800	Homo sapiens (Human)
P56937	reviewed	HSD17B7 17HSD7 SDR37C1 UNQ2563/PRO6243	Homo sapiens (Human)
P42658	reviewed	DPP6	Homo sapiens (Human)
Q9H4A9	reviewed	DPEP2 UNQ284/PRO323	Homo sapiens (Human)
Q15125	reviewed	EBP	Homo sapiens (Human)
P03372	reviewed	ESR1 ESR NR3A1	Homo sapiens (Human)
Q96KR6	reviewed	FAM210B C20orf108 PSEC0265	Homo sapiens (Human)
P22794	reviewed	EVI2A EVDA EVI2	Homo sapiens (Human)
B6SEH9	reviewed	ERVV-2 ENVV2	Homo sapiens (Human)
P68106	reviewed	FKBP1B FKBP12.6 FKBP1L FKBP9 OTK4	Homo sapiens (Human)
Q13480	reviewed	GAB1	Homo sapiens (Human)
Q9BTY2	reviewed	FUCA2 PSEC0151 UNQ227/PRO260	Homo sapiens (Human)
Q8NGA4	reviewed	GPR32P1	Homo sapiens (Human)
O94923	reviewed	GLCE KIAA0836	Homo sapiens (Human)
O00591	reviewed	GABRP	Homo sapiens (Human)
Q96P67	reviewed	GPR82	Homo sapiens (Human)
P47871	reviewed	GCGR	Homo sapiens (Human)
Q9UL51	reviewed	HCN2 BCNG2	Homo sapiens (Human)
A8MUP6	reviewed	GSG1L2	Homo sapiens (Human)
P36896	reviewed	ACVR1B ACVRLK4 ALK4	Homo sapiens (Human)
A6NL99	reviewed	AQP7P3	Homo sapiens (Human)
A6NF34	reviewed	ANTXRL	Homo sapiens (Human)
Q76LX8	reviewed	ADAMTS13 C9orf8 UNQ6102/PRO20085	Homo sapiens (Human)
Q04656	reviewed	ATP7A MC1 MNK	Homo sapiens (Human)
Q9BXJ5	reviewed	C1QTNF2 CTRP2 UNQ6349/PRO21054	Homo sapiens (Human)
Q9P0B6	reviewed	CCDC167 C6orf129 HSPC265	Homo sapiens (Human)
Q6ZU64	reviewed	CFAP65 CCDC108	Homo sapiens (Human)
Q8N7P3	reviewed	CLDN22	Homo sapiens (Human)
Q9BSJ5	reviewed	C17orf80 HLC8 MIG3	Homo sapiens (Human)
P28068	reviewed	HLA-DMB DMB RING7	Homo sapiens (Human)
Q7Z5P4	reviewed	HSD17B13 SCDR9 SDR16C3 HMFN0376 UNQ497/PRO1014	Homo sapiens (Human)
Q6Y2X3	reviewed	DNAJC14 DRIP78 HDJ3	Homo sapiens (Human)
Q53EP0	reviewed	FNDC3B FAD104 NS5ABP37 UNQ2421/PRO4979/PRO34274	Homo sapiens (Human)
Q14435	reviewed	GALNT3	Homo sapiens (Human)
Q9P0K9	reviewed	FRRS1L C9orf4	Homo sapiens (Human)
O75084	reviewed	FZD7	Homo sapiens (Human)
Q99795	reviewed	GPA33	Homo sapiens (Human)
Q14832	reviewed	GRM3 GPRC1C MGLUR3	Homo sapiens (Human)
O15529	reviewed	GPR42 GPR42P	Homo sapiens (Human)
Q9NZD1	reviewed	GPRC5D	Homo sapiens (Human)
P42263	reviewed	GRIA3 GLUR3 GLURC	Homo sapiens (Human)
Q8NFN8	reviewed	GPR156 GABABL PGR28	Homo sapiens (Human)
Q86SR1	reviewed	GALNT10	Homo sapiens (Human)
Q96MM7	reviewed	HS6ST2 PSEC0092	Homo sapiens (Human)
Q9NRM0	reviewed	SLC2A9 GLUT9	Homo sapiens (Human)
Q6P1K1	reviewed	SLC48A1 HRG1	Homo sapiens (Human)
P40145	reviewed	ADCY8	Homo sapiens (Human)
P35348	reviewed	ADRA1A ADRA1C	Homo sapiens (Human)
O95622	reviewed	ADCY5	Homo sapiens (Human)
Q8ND61	reviewed	C3orf20	Homo sapiens (Human)
Q16790	reviewed	CA9 G250 MN	Homo sapiens (Human)
O75881	reviewed	CYP7B1	Homo sapiens (Human)
Q9H3G5	reviewed	CPVL VLP PSEC0124 UNQ197/PRO223	Homo sapiens (Human)
P10606	reviewed	COX5B	Homo sapiens (Human)
A6NN92	reviewed	GJE1	Homo sapiens (Human)
Q9NRR1	reviewed	CYTL1 C4orf4 UNQ1942/PRO4425	Homo sapiens (Human)
Q8N0W7	reviewed	FMR1NB	Homo sapiens (Human)
Q8WU20	reviewed	FRS2	Homo sapiens (Human)
Q96A11	reviewed	GAL3ST3	Homo sapiens (Human)
P59646	reviewed	FXYD4 UNQ526/PRO1069	Homo sapiens (Human)
P58549	reviewed	FXYD7	Homo sapiens (Human)
P25090	reviewed	FPR2 FPRH1 FPRL1 LXA4R	Homo sapiens (Human)
P11413	reviewed	G6PD	Homo sapiens (Human)
Q6ZMI3	reviewed	GLDN COLM UNQ9339/PRO34011	Homo sapiens (Human)
P24046	reviewed	GABRR1	Homo sapiens (Human)
Q8NGU9	reviewed	GPR150	Homo sapiens (Human)
Q9UPC5	reviewed	GPR34	Homo sapiens (Human)
Q9BYF1	reviewed	ACE2 UNQ868/PRO1885	Homo sapiens (Human)
O00400	reviewed	SLC33A1 ACATN AT1	Homo sapiens (Human)
Q676U5	reviewed	ATG16L1 APG16L UNQ9393/PRO34307	Homo sapiens (Human)
P43681	reviewed	CHRNA4 NACRA4	Homo sapiens (Human)
Q9UKU0	reviewed	ACSL6 ACS2 FACL6 KIAA0837 LACS5	Homo sapiens (Human)
Q0VDE8	reviewed	ADIG	Homo sapiens (Human)
P63010	reviewed	AP2B1 ADTB2 CLAPB1	Homo sapiens (Human)
Q6UWY0	reviewed	ARSK TSULF UNQ630/PRO1246	Homo sapiens (Human)
Q8N6G6	reviewed	ADAMTSL1 ADAMTSR1 C9orf94 UNQ528/PRO1071	Homo sapiens (Human)
Q8NB49	reviewed	ATP11C ATPIG ATPIQ	Homo sapiens (Human)
A0A087X1C5	reviewed	CYP2D7	Homo sapiens (Human)
Q9H1M3	reviewed	DEFB129 C20orf87 DEFB29 UNQ5794/PRO19599	Homo sapiens (Human)
Q9H1M4	reviewed	DEFB127 C20orf73 DEFB27 UNQ1956/PRO6071	Homo sapiens (Human)
Q14118	reviewed	DAG1	Homo sapiens (Human)
O00341	reviewed	SLC1A7 EAAT5	Homo sapiens (Human)
Q9NXB9	reviewed	ELOVL2 ELG3 SSC2	Homo sapiens (Human)
Q9N2J8	reviewed		Homo sapiens (Human)
O43281	reviewed	EFS CASS3	Homo sapiens (Human)
Q9Y282	reviewed	ERGIC3 C20orf47 ERV46 SDBCAG84 CGI-54 PRO0989	Homo sapiens (Human)
Q6P995	reviewed	FAM171B KIAA1946 NPD019	Homo sapiens (Human)
O14842	reviewed	FFAR1 GPR40	Homo sapiens (Human)
P06734	reviewed	FCER2 CD23A CLEC4J FCE2 IGEBF	Homo sapiens (Human)
A2A2Y4	reviewed	FRMD3 EPB41L4O	Homo sapiens (Human)
Q99999	reviewed	GAL3ST1 CST	Homo sapiens (Human)
Q11130	reviewed	FUT7	Homo sapiens (Human)
Q10981	reviewed	FUT2 SEC2	Homo sapiens (Human)
Q8TB36	reviewed	GDAP1	Homo sapiens (Human)
P46089	reviewed	GPR3 ACCA	Homo sapiens (Human)
P51810	reviewed	GPR143 OA1	Homo sapiens (Human)
P19086	reviewed	GNAZ	Homo sapiens (Human)
Q9Y3Q4	reviewed	HCN4	Homo sapiens (Human)
Q10567	reviewed	AP1B1 ADTB1 BAM22 CLAPB2	Homo sapiens (Human)
O15432	reviewed	SLC31A2 COPT2 CTR2	Homo sapiens (Human)
Q5IJ48	reviewed	CRB2	Homo sapiens (Human)
Q8N1L4	reviewed	CYP4Z2P	Homo sapiens (Human)
O43169	reviewed	CYB5B CYB5M OMB5	Homo sapiens (Human)
Q96RT6	reviewed	CTAGE1 CTAGE2	Homo sapiens (Human)
Q8N4M1	reviewed	SLC44A3 CTL3 UNQ558/PRO1115	Homo sapiens (Human)
Q8N688	reviewed	DEFB123 DEFB23 UNQ1963/PRO4485	Homo sapiens (Human)
P13762	reviewed	HLA-DRB4	Homo sapiens (Human)
P21917	reviewed	DRD4	Homo sapiens (Human)
P54760	reviewed	EPHB4 HTK MYK1 TYRO11	Homo sapiens (Human)
Q5MY95	reviewed	ENTPD8 UNQ2492/PRO5779	Homo sapiens (Human)
Q01469	reviewed	FABP5	Homo sapiens (Human)
Q8NFU4	reviewed	FDCSP C4orf7 UNQ733/PRO1419	Homo sapiens (Human)
Q8N6M3	reviewed	FITM2 C20orf142 FIT2	Homo sapiens (Human)
F2Z333	reviewed	FNDC10 C1orf233	Homo sapiens (Human)
Q9P2B2	reviewed	PTGFRN CD9P1 EWIF FPRP KIAA1436	Homo sapiens (Human)
P09681	reviewed	GIP	Homo sapiens (Human)
Q9HCC8	reviewed	GDPD2 GDE3 OBDPF UNQ1935/PRO4418	Homo sapiens (Human)
P14867	reviewed	GABRA1	Homo sapiens (Human)
Q9UJ14	reviewed	GGT7 GGTL3 GGTL5	Homo sapiens (Human)
O43292	reviewed	GPAA1 GAA1	Homo sapiens (Human)
Q13003	reviewed	GRIK3 GLUR7	Homo sapiens (Human)
Q8TDV5	reviewed	GPR119	Homo sapiens (Human)
O15354	reviewed	GPR37	Homo sapiens (Human)
Q8IZ08	reviewed	GPR135	Homo sapiens (Human)
Q8NBJ4	reviewed	GOLM1 C9orf155 GOLPH2 PSEC0242 UNQ686/PRO1326	Homo sapiens (Human)
Q6IS24	reviewed	GALNT17 WBSCR17	Homo sapiens (Human)
P50148	reviewed	GNAQ GAQ	Homo sapiens (Human)
